Shipping times,Shipping costs,Transportation modes,Routes,Order quantities,Production volumes,Manufacturing costs,Supplier name,damage_risk
7,5.121503538059075,3,1,11,916,29.59166502868052,1,1
3,4.4512375723814905,3,1,10,918,31.78532916653729,1,1
6,4.697680439159004,3,1,11,918,28.144723088017464,1,1
6,4.75269492445264,3,1,12,918,32.23435364999657,1,1
6,4.863855424090854,3,1,11,919,31.44977634343019,1,1
7,5.341367439127079,3,1,10,919,32.132465714517814,1,1
4,4.671939436725235,3,1,13,918,32.177784206677394,1,1
4,5.256714714926578,3,1,13,916,29.473321326209607,1,1
6,4.823540186390109,3,1,10,920,28.314208110179504,1,1
5,4.816794835598309,3,1,10,919,30.876040255486327,1,1
6,1.7559751993390136,0,1,81,824,14.010223119290254,0,1
7,1.9819447690252876,0,1,82,824,14.78410747110619,0,1
4,1.4594566782355183,0,1,81,826,11.050061167173304,0,1
4,1.4980295749548316,0,1,81,825,12.768098276199138,0,1
3,1.6302289800909173,0,1,81,826,12.635020357349417,0,1
3,1.650207218276054,0,1,84,828,12.619852309264,0,1
3,1.6544563356628126,0,1,82,825,11.093320791447692,0,1
5,1.6571086193435653,0,1,85,824,11.184764115916654,0,1
4,2.195754855530012,0,1,81,828,14.438902554553152,0,1
6,1.981866671786312,0,1,82,825,14.053736113960158,0,1
5,1.7332948165311513,0,1,83,824,13.470552127912338,0,1
7,1.513021651480189,0,1,84,824,12.037662587622034,0,1
3,2.104748622732289,0,1,82,825,14.571455811738167,0,1
6,1.6593805205320133,0,1,85,827,13.047658330573382,0,1
7,1.6481061303215765,0,1,81,824,11.520126212742976,0,1
4,1.596580741827621,0,1,82,827,11.683294292439118,0,1
6,1.8071678956699033,0,1,85,824,12.583681709140942,0,1
5,1.9929866497925042,0,1,84,824,12.28058122355203,0,1
6,1.7569957289204408,0,1,82,824,12.748448723701369,0,1
5,1.591560185127268,0,1,81,827,14.052306347592067,0,1
6,1.7044042143343687,0,1,85,827,14.997973883957172,0,1
6,1.867315790981855,0,1,81,827,13.724112602301469,0,1
4,1.6905175383006752,0,1,85,824,12.08302229580545,0,1
5,1.77769391257403,0,1,83,825,12.893882455354174,0,1
5,1.7096792226119788,0,1,85,825,13.112027728020577,0,1
3,1.8898381809956328,0,1,81,826,13.845919213182068,0,1
3,1.7544327714940298,0,1,85,828,15.64276228075037,0,1
4,1.5712098822310774,0,1,81,825,12.916339872700679,0,1
3,1.800181141019901,0,1,83,828,14.019784897689945,0,1
6,1.7407390370819753,0,1,81,827,10.36707101281328,0,1
5,1.7757717597684206,0,1,85,826,11.955140424176738,0,1
6,1.6166057387763628,0,1,83,828,14.406456174830714,0,1
6,1.7863587501931741,0,1,85,827,12.034873932014047,0,1
5,1.6283270151286766,0,1,81,828,11.9462569756869,0,1
4,1.7441696372947222,0,1,82,827,12.597442592198949,0,1
4,1.7917436447841322,0,1,85,827,12.340227084089708,0,1
7,1.7722204603050429,0,1,83,828,13.726770010290958,0,1
5,1.8112045857748014,0,1,84,828,12.40815399338429,0,1
7,1.6740274990261175,0,1,83,826,12.85453629013529,0,1
0,8.85461163471397,1,0,51,589,59.8466308788134,1,1
3,7.551864060378872,1,0,49,590,54.598657053661114,1,1
2,10.381419880989343,1,0,53,588,57.50348929202194,1,1
3,10.022081264136084,1,0,50,587,67.98591278216779,1,1
1,8.849336695009633,1,0,49,590,66.54971047782989,1,1
3,9.491820812860322,1,0,52,590,68.74054934340153,1,1
0,9.688712408412758,1,0,50,590,67.24897869943496,1,1
1,8.627336490460484,1,0,51,588,73.6988999675036,1,1
0,9.660024386531715,1,0,51,588,67.58197816408801,1,1
1,9.966891977198433,1,0,49,590,67.08356465761942,1,1
0,7.76325658151146,1,0,49,589,63.900798086440446,1,1
2,6.880926540580945,1,0,53,586,68.96737116276536,1,1
2,10.03193875512675,1,0,49,589,56.25593815309053,1,1
0,8.927844244872462,1,0,50,586,73.57438352501073,1,1
0,10.90675305059818,1,0,51,590,55.36511764751076,1,1
0,9.503400502161638,1,0,52,589,65.5791104057043,1,1
3,8.423858335080658,1,0,52,589,60.46354673250813,1,1
2,8.43945423963985,1,0,50,587,54.76354310892531,1,1
2,10.265840492491087,1,0,51,586,69.5130295657509,1,1
1,8.592218119734442,1,0,52,587,67.2663504893353,1,1
0,8.84989901602032,1,0,53,587,62.39233887432394,1,1
1,9.348449326486248,1,0,52,586,63.48615469587312,1,1
0,9.166999418609242,1,0,49,589,59.48318738765346,1,1
2,8.416899458651987,1,0,50,586,68.10505914220894,1,1
1,9.7996450148153,1,0,50,587,80.48512738056421,1,1
0,9.621156416828306,1,0,53,587,60.85691166827403,1,1
1,7.311062478667442,1,0,50,586,66.9622142314556,1,1
0,8.544232975266679,1,0,53,588,76.45014206350348,1,1
0,8.8313311068821,1,0,49,586,71.24767453260131,1,1
2,9.575865421466453,1,0,53,589,66.29337577537981,1,1
0,9.17726989020472,1,0,53,587,68.24208637972441,1,1
1,10.028701811177774,1,0,52,587,67.89794533095164,1,1
0,9.452456234148602,1,0,49,589,70.68100873058638,1,1
0,7.04343707775696,1,0,53,588,68.73970478002254,1,1
0,8.063470873919732,1,0,53,586,60.568453826253766,1,1
1,8.196464168629475,1,0,49,588,69.21886248272678,1,1
2,7.97682863306375,1,0,53,587,66.51344472660834,1,1
0,9.667355472995562,1,0,51,589,64.72446801422596,1,1
2,8.253833800543084,1,0,52,587,69.03075868217881,1,1
0,8.383216848265166,1,0,51,587,72.00396119613546,1,1
5,5.332040202670878,2,1,42,396,67.02686045292265,2,1
9,5.348561247278406,2,1,43,394,60.22718749775996,2,1
5,4.927429363162316,2,1,45,394,62.27173646732304,2,1
9,5.6329335114781625,2,1,45,395,64.81634982011819,2,1
7,4.454722567559702,2,1,45,397,63.378025691687476,2,1
8,4.357608539392328,2,1,44,394,59.686827252938016,2,1
7,4.769910084708973,2,1,44,396,70.21618541113054,2,1
9,4.937646156474539,2,1,42,397,66.85354530402357,2,1
5,4.614139143717305,2,1,44,395,75.06204966709171,2,1
5,5.3019668579638015,2,1,45,394,59.53608371011083,2,1
5,5.514874545218794,2,1,42,395,61.028898796219664,2,1
5,5.631543332671304,2,1,43,395,63.871165340734606,2,1
7,5.140545097699552,2,1,45,395,67.10417138445487,2,1
8,5.020563821045884,2,1,45,395,60.961974503827356,2,1
6,4.803760086977418,2,1,45,395,63.42075203973924,2,1
7,5.391623771482353,2,1,45,398,70.30164950578073,2,1
9,4.847177264404031,2,1,44,396,73.4245461100748,2,1
6,6.097390422022851,2,1,45,394,66.92782087130392,2,1
8,5.097973158236111,2,1,42,397,60.6417732519532,2,1
8,4.852632286692079,2,1,42,394,69.08724552316444,2,1
8,4.546783721627099,2,1,46,394,69.05139779672537,2,1
6,5.382461864597584,2,1,43,395,70.62437897703691,2,1
9,4.845041862159832,2,1,42,397,60.280718310071016,2,1
8,4.882300812959248,2,1,43,395,56.83313539760492,2,1
6,4.829993840525902,2,1,44,397,60.29112256624867,2,1
8,4.4977782920026765,2,1,42,395,65.97070867549972,2,1
8,5.2424696512551625,2,1,46,394,60.364703545452706,2,1
6,4.97810799333444,2,1,42,395,56.848272804408765,2,1
9,5.2080971799972495,2,1,44,395,62.56740930834257,2,1
6,4.325744931330031,2,1,43,397,56.24806256263476,2,1
6,4.447847271904393,2,1,44,394,62.07834779879177,2,1
7,4.393011873357314,2,1,42,397,61.479268059830794,2,1
9,4.6534986389977995,2,1,44,397,63.40712733106546,2,1
5,5.597701477399864,2,1,46,397,59.80784883231905,2,1
8,4.629446520043472,2,1,44,397,65.87669007015235,2,1
7,4.687178588378269,2,1,44,397,69.44099574098442,2,1
8,5.250757969658666,2,1,45,396,64.3154239412081,2,1
9,4.904991043387047,2,1,43,396,63.46576619973751,2,1
8,5.321004561581725,2,1,46,396,65.1707052546127,2,1
8,4.041393407534672,2,1,44,396,67.801674641835,2,1
7,7.84033393319652,0,0,26,177,1.7111133410858719,0,1
6,7.05439154124635,0,0,24,178,1.7585251741538135,0,1
8,6.600002268462408,0,0,28,176,1.798626524795702,0,1
5,6.555940017686176,0,0,24,178,1.8380002861931206,0,1
8,7.292704300153393,0,0,25,177,2.0415139920005845,0,1
6,6.358778122533085,0,0,27,174,1.763524461583027,0,1
9,6.6765347084848745,0,0,25,176,1.897658139491343,0,1
7,6.167674771743252,0,0,27,174,1.8284707139093537,0,1
7,6.828520347027312,0,0,26,178,1.954915411568104,0,1
7,6.829349230611258,0,0,24,177,1.928086707838143,0,1
9,7.489522605692882,0,0,26,174,1.950668796801336,0,1
8,8.692622007578823,0,0,27,174,2.0405510472413013,0,1
5,6.90053406018859,0,0,27,177,1.9565330055285028,0,1
8,7.398642759506835,0,0,25,178,1.9747157568932825,0,1
7,7.216507750691963,0,0,28,177,1.9509600521487915,0,1
5,7.079519780656845,0,0,24,175,1.78699944612167,0,1
8,7.733856409608004,0,0,24,177,1.905842078410529,0,1
5,7.897767086666623,0,0,25,177,1.7466687508307142,0,1
5,7.191502865088892,0,0,27,176,1.9871631933478404,0,1
9,6.254114263682351,0,0,27,175,1.792476367441499,0,1
9,7.7486611276560895,0,0,28,175,1.7814094044793258,0,1
9,7.936523480881192,0,0,25,175,1.8079528148642616,0,1
8,8.417815877121809,0,0,28,175,1.912779004780463,0,1
7,6.699221023076776,0,0,27,174,1.964110260673566,0,1
5,9.220494068707488,0,0,24,174,1.9811510956159386,0,1
8,8.437617516606212,0,0,26,174,1.6415646670501234,0,1
5,6.8372644670972464,0,0,28,177,1.855742797825085,0,1
6,7.832230648304776,0,0,25,178,1.699814852312702,0,1
6,9.195651514042927,0,0,24,175,1.5630593874451228,0,1
8,7.599569014247868,0,0,25,178,1.8651620144357406,0,1
6,8.070864695878829,0,0,28,176,1.9067318359175547,0,1
7,8.006495679626873,0,0,27,178,1.9019557990675258,0,1
7,6.472530706335508,0,0,28,175,1.911114758551552,0,1
5,6.182955811455756,0,0,27,174,2.027339161557836,0,1
8,7.0693819620891265,0,0,27,175,1.826859871976963,0,1
8,8.251901156233563,0,0,28,175,1.9360469161515035,0,1
6,6.962721600934106,0,0,25,178,1.8219677512126666,0,1
6,7.6696261360922335,0,0,26,174,1.7496156246456862,0,1
8,6.507562621416945,0,0,27,174,1.7614891727947397,0,1
8,4.468716958612643,3,0,60,312,0.9531330866991526,2,1
6,2.9719560413158987,3,0,57,312,1.0146362780548766,2,1
9,3.67468114440197,3,0,60,313,0.9360428257715054,2,1
9,4.248255932820767,3,0,57,314,1.043028996729354,2,1
10,3.4944023588530913,3,0,58,314,1.1121085715579688,2,1
6,3.9392626976959217,3,0,60,316,1.0821058915901605,2,1
6,3.98841509457889,3,0,56,315,0.9777904761608674,2,1
6,3.600326003915539,3,0,60,312,1.1062513570432195,2,1
10,3.943902171867735,3,0,56,312,1.1206210010784283,2,1
6,3.089186591381263,3,0,60,315,1.1377481136886174,2,1
8,3.7656145353692194,3,0,56,315,1.258682159041562,2,1
9,4.247448293062835,3,0,58,316,1.1036986647513811,2,1
10,3.8388475654462524,3,0,57,314,1.1125299773071131,2,1
10,3.8236827934496223,3,0,59,316,1.1456810235683013,2,1
7,3.574168619887628,3,0,58,316,1.0396498054753254,2,1
8,3.8972807079698257,3,0,57,312,1.2453493455966615,2,1
9,4.27144083608577,3,0,59,314,1.2029549940503863,2,1
9,3.9567879536752772,3,0,56,316,1.090815736518431,2,1
10,4.169438281158949,3,0,59,312,1.1041722815880701,2,1
10,4.280833771732661,3,0,57,313,1.1647448226744037,2,1
10,4.258804725878583,3,0,60,315,1.0052047134483426,2,1
9,3.9692930173603402,3,0,56,316,1.1523776958543253,2,1
9,3.705619001107738,3,0,58,315,1.1047295958984371,2,1
9,3.6867170347797455,3,0,60,313,0.9801717437540269,2,1
6,4.13865251433078,3,0,56,316,1.07567314093251,2,1
8,4.1072046640208555,3,0,59,313,1.1960137813852436,2,1
6,4.433447190111842,3,0,60,315,1.0701597457633032,2,1
7,3.3164295528366203,3,0,57,312,1.13232945733916,2,1
7,4.007983354622406,3,0,60,314,1.2436482108645281,2,1
8,4.0035941823137895,3,0,56,313,1.0407067753139336,2,1
6,3.682149409101683,3,0,58,313,1.1164252976655564,2,1
8,3.36727266568064,3,0,58,315,1.1518206373500712,2,1
9,3.8695911488262227,3,0,60,312,1.052406858164431,2,1
7,4.122423115404329,3,0,58,313,1.0444790856094746,2,1
6,3.9932850272517015,3,0,57,315,1.162333848194212,2,1
10,3.6251942576744947,3,0,59,313,1.0685744322076904,2,1
6,3.7523172965428406,3,0,60,316,1.0498869707934193,2,1
8,3.559724521882173,3,0,60,316,1.0905752305833467,2,1
7,3.279919072816285,3,0,57,314,0.9819085236732787,2,1
10,3.8096973686203435,3,0,56,316,0.9323734399274793,2,1
8,3.7914154752888205,1,0,74,928,103.48591677938981,3,1
8,4.264955459992417,1,0,74,930,73.64906827090489,3,1
10,4.2521410517093114,1,0,72,931,87.47939786115971,3,1
9,3.860787994014522,1,0,74,931,94.52320546735386,3,1
7,4.642660692130547,1,0,74,931,81.46375524296955,3,1
9,3.746311044377356,1,0,70,929,91.79214278610051,3,1
8,4.9392285202499515,1,0,72,930,95.52018784254228,3,1
6,4.62080632312379,1,0,71,927,86.71967578753492,3,1
6,4.291896001718575,1,0,73,928,87.67008523268395,3,1
9,4.816474805347741,1,0,72,931,81.31277428489851,3,1
8,4.633179716174762,1,0,73,930,84.36746182004742,3,1
8,3.943974903269201,1,0,72,927,96.63708740671318,3,1
9,4.72191499878112,1,0,74,931,89.45977462407727,3,1
9,3.5431455876010065,1,0,70,931,86.54234335890428,3,1
6,4.519022403431437,1,0,73,927,84.16544642599429,3,1
9,4.420122256869126,1,0,73,930,95.58158201453733,3,1
10,4.695617798343953,1,0,74,928,98.40288256475213,3,1
7,3.833432952386098,1,0,71,931,73.98483096658602,3,1
8,4.118483289920181,1,0,74,930,84.58502395438377,3,1
10,4.811202880828775,1,0,74,928,86.97550948334242,3,1
9,4.52186836250177,1,0,74,931,83.95931137850808,3,1
6,3.7228892288791973,1,0,70,929,84.18351398083993,3,1
6,4.838815476826469,1,0,73,929,90.2388365393617,3,1
10,4.963599382546149,1,0,72,929,84.71203326852144,3,1
7,4.368243370329561,1,0,72,927,89.99323873523791,3,1
9,4.238921238190569,1,0,72,929,84.82536748057993,3,1
8,3.804554546172336,1,0,70,929,99.39680772766667,3,1
6,4.111542373638254,1,0,73,930,70.08245161081445,3,1
6,3.723296955090903,1,0,70,930,79.1260225276825,3,1
8,4.5166944573698595,1,0,71,929,80.617003344049,3,1
6,3.7115809725154385,1,0,70,930,82.06482874730912,3,1
7,4.646538294853804,1,0,71,931,88.84114538623325,3,1
7,4.633021755751961,1,0,70,929,79.02358853902979,3,1
7,4.738591160488042,1,0,74,928,91.25610387398241,3,1
6,4.433466594957537,1,0,72,928,95.38207151109408,3,1
7,4.567860943144201,1,0,71,931,94.66068143188699,3,1
6,4.347234202974821,1,0,72,931,89.0978558580434,3,1
8,4.245252094096863,1,0,71,929,82.84462797225292,3,1
6,5.263879631829745,1,0,73,928,82.32635762776769,3,1
6,4.5085974111820635,1,0,74,930,88.79723271131775,3,1
7,8.56815741392023,0,0,37,482,85.34057624170075,3,1
6,7.861406945308478,0,0,37,478,77.87994617617535,3,1
7,8.872393979948503,0,0,36,482,71.36264850758684,3,1
6,8.06400420656759,0,0,38,480,86.00706458454242,3,1
5,10.718588034885627,0,0,37,478,82.69869074435955,3,1
6,7.759826806828463,0,0,34,479,76.11937282701103,3,1
5,10.117135208071442,0,0,36,482,92.18774753015111,3,1
8,9.450499638080762,0,0,35,480,83.90335202409253,3,1
5,8.558857115956085,0,0,36,479,81.53366876672375,3,1
9,9.085754487361529,0,0,35,482,67.14984074410349,3,1
7,8.704113695157533,0,0,36,478,84.05060801305535,3,1
6,8.664882480972322,0,0,34,478,73.91318987892001,3,1
6,8.700846854338351,0,0,34,480,70.85877638662177,3,1
5,10.013478484805775,0,0,34,478,85.77850251498589,3,1
5,8.859053543615996,0,0,37,479,75.13485969406089,3,1
8,9.428153880616687,0,0,38,482,86.0246195262526,3,1
6,10.88494568983169,0,0,36,478,63.5014815133747,3,1
9,9.555223531632823,0,0,38,478,68.56483661086133,3,1
6,9.64365154102241,0,0,34,480,90.81453763414697,3,1
9,8.913114283345292,0,0,37,479,78.41692187711938,3,1
9,7.9247846359308545,0,0,34,482,71.92899241571665,3,1
7,9.289285538224789,0,0,35,478,75.66015347921845,3,1
6,9.254633216548996,0,0,35,479,66.56340700923802,3,1
7,8.448445929158899,0,0,36,481,74.66906074579029,3,1
7,8.640318437241913,0,0,37,482,71.48719275982519,3,1
8,7.4047056777326485,0,0,34,479,80.72052156225676,3,1
5,8.783885597931778,0,0,35,478,88.42729192403111,3,1
9,9.381151000726943,0,0,38,482,75.95050315755462,3,1
8,9.347225372128651,0,0,37,478,73.92007242341606,3,1
8,9.603138182379535,0,0,36,479,76.25718009600472,3,1
7,7.539080615072772,0,0,38,479,82.88385942543526,3,1
5,9.364383397632979,0,0,34,480,76.40848705267219,3,1
5,9.159320989423476,0,0,36,480,77.77999920014871,3,1
6,8.40664838881956,0,0,34,480,70.46991959636938,3,1
8,9.763397472154825,0,0,35,480,80.74161739916742,3,1
8,9.646584724336883,0,0,34,482,81.12423872833982,3,1
5,9.869745782785651,0,0,38,478,88.01610344723788,3,1
8,7.834727093312402,0,0,38,481,80.1010586537178,3,1
9,8.641438908944018,3,2,39,753,21.06223044063971,1,1
9,8.116917078985756,3,2,42,750,19.271073879706766,1,1
6,7.0953879389763355,3,2,39,749,21.17387247869281,1,1
9,6.924418351899219,3,2,38,749,19.290966347650006,1,1
5,8.069144822879434,3,2,40,749,20.2823812597208,1,1
9,7.260433565017551,3,2,41,751,21.364970636155824,1,1
6,6.647822908920018,3,2,38,752,21.68078106034203,1,1
9,6.122155427193094,3,2,39,750,20.749775877898546,1,1
8,8.57629457664085,3,2,38,752,21.619747057794537,1,1
5,7.530724316857079,3,2,42,752,23.858684623807427,1,1
7,6.322316693633442,3,2,41,753,19.443985519524645,1,1
7,7.289757482253157,3,2,38,749,17.620144335147906,1,1
7,9.240905190458463,3,2,39,750,21.350651926776358,1,1
6,6.470419576116415,3,2,41,752,19.07727077461683,1,1
9,7.125194901759733,3,2,38,749,20.39683026318174,1,1
8,7.563473969345783,3,2,42,752,20.02171757876544,1,1
5,6.397041277653858,3,2,40,751,23.275887387377356,1,1
6,7.425755919729902,3,2,38,750,21.537092178193486,1,1
9,6.9856394769345105,3,2,40,749,19.460287770053213,1,1
8,8.265043306678358,3,2,40,752,21.436126229945735,1,1
6,7.283212600852338,3,2,41,753,20.086059574433296,1,1
7,7.52989958293947,3,2,41,750,20.974582328420013,1,1
5,6.998707106097265,3,2,39,750,22.778433136369376,1,1
5,6.631812596218003,3,2,42,752,20.57611661598686,1,1
6,9.288612123775806,3,2,42,749,17.58432967005589,1,1
9,7.397793046822428,3,2,39,749,22.170468139291298,1,1
7,6.372100110891032,3,2,42,752,20.41280543411306,1,1
7,8.766364261239088,3,2,42,750,19.982102106093468,1,1
8,7.369203512532922,3,2,38,750,21.508611095255134,1,1
8,7.760136905103643,3,2,40,751,21.960726746720145,1,1
6,5.707834075521065,3,2,40,752,22.499526049113605,1,1
5,8.84603153789025,3,2,38,749,21.96683442372967,1,1
6,6.534054792671335,3,2,38,752,19.128149006534997,1,1
6,7.673358469027745,3,2,38,753,20.5471387798289,1,1
5,6.842982122297221,3,2,42,751,18.897327853732385,1,1
7,7.632022825614221,3,2,38,749,17.48142178311042,1,1
8,7.624595384471953,3,2,40,753,21.475001316307903,1,1
7,6.502508094661836,3,2,41,750,18.03136403318016,1,1
8,7.274335712746924,3,2,40,753,19.755702361212823,1,1
8,7.220449202456373,3,2,38,750,24.696547098575696,1,1
5,2.64935723273448,3,0,10,736,21.605958922465692,2,1
4,2.313255469305249,3,0,10,734,21.37887412991302,2,1
2,2.3854187364408577,3,0,8,738,19.0410268526233,2,1
3,2.3644684446164685,3,0,8,735,19.473738097008773,2,1
2,2.247698197361099,3,0,10,735,20.54640151843349,2,1
6,2.3860691701066745,3,0,11,735,21.99119538006317,2,1
2,2.28229851028533,3,0,8,737,18.3912399534895,2,1
4,2.3361409985286845,3,0,9,736,19.745976315194564,2,1
4,2.439635696362022,3,0,9,736,24.341082684003965,2,1
3,2.1079072179387732,3,0,12,735,20.689057246937804,2,1
2,2.2615832680236436,3,0,8,735,17.382945893330973,2,1
4,2.6686953915446296,3,0,10,736,20.011391472660506,2,1
2,2.998942158794626,3,0,8,738,20.189721967978063,2,1
6,2.6063814333954394,3,0,9,734,18.884389552041796,2,1
5,2.536803911410797,3,0,8,734,20.460223685067472,2,1
5,2.258750856525603,3,0,8,737,20.211849466127113,2,1
3,2.642432757503525,3,0,8,738,19.93656549851792,2,1
2,2.2510142198373733,3,0,8,735,19.782145794856824,2,1
6,2.2082105613555507,3,0,9,735,21.80600268052809,2,1
3,2.5535537215041617,3,0,9,735,18.174630671111647,2,1
6,2.326137810290993,3,0,9,736,18.382409238404463,2,1
2,2.6053317473259163,3,0,9,737,20.478414917104118,2,1
4,2.3841708741012084,3,0,10,738,20.541613605832424,2,1
6,2.5220841554884097,3,0,11,734,20.55065913266691,2,1
3,2.6813728936892893,3,0,9,737,19.47275172009082,2,1
5,2.295840843952996,3,0,11,738,20.396939236912573,2,1
2,2.467315136482459,3,0,12,737,19.615552554728765,2,1
6,3.205769783593316,3,0,11,736,21.001071984849865,2,1
5,2.028768811570803,3,0,10,734,23.70016148717166,2,1
3,2.46030646178764,3,0,9,736,19.36396846051925,2,1
2,2.5328201972746007,3,0,11,738,20.81217558692647,2,1
6,2.0073610293583677,3,0,10,734,19.876421340204455,2,1
4,2.818618493626073,3,0,11,735,18.69715101744831,2,1
2,2.728655012718885,3,0,10,736,15.506850086969544,2,1
5,2.5249535175931523,3,0,9,735,21.508534661910232,2,1
5,2.3084980657603746,3,0,10,738,20.653261902484534,2,1
5,2.315272555601826,3,0,12,738,20.04376015817897,2,1
5,2.602075975064914,3,0,11,734,20.64421254452752,2,1
6,2.643684759790078,3,0,9,735,16.059019390125272,2,1
5,4.15738409667719,0,2,76,327,8.144650448330045,0,1
5,4.733547009000519,0,2,74,330,9.564904024339702,0,1
5,4.577809654256188,0,2,75,328,8.456408065060428,0,1
6,3.6337791156022736,0,2,76,326,8.693130371700647,0,1
4,4.169381969695804,0,2,77,327,7.807805811145041,0,1
7,4.201758480503675,0,2,74,328,8.97324324187031,0,1
5,4.75768153152775,0,2,77,326,7.538655342945648,0,1
7,4.493931255502068,0,2,75,330,9.227203191631686,0,1
8,3.9773514900028673,0,2,73,330,7.688298440517511,0,1
4,4.067379691770518,0,2,76,330,9.2236067454622,0,1
4,3.842418260437616,0,2,74,330,10.044674596948235,0,1
5,4.256873259128701,0,2,75,326,8.708313836792513,0,1
7,4.602935306641977,0,2,73,330,8.89399387236122,0,1
7,5.160673472140577,0,2,74,328,8.007006086591286,0,1
5,4.686197725709322,0,2,75,326,7.847247567014328,0,1
5,4.613399777955748,0,2,74,327,7.807079313397352,0,1
8,5.839563101612588,0,2,77,326,8.179190341613728,0,1
8,4.230945912535201,0,2,75,326,9.564314915989955,0,1
7,4.501343291900493,0,2,74,330,7.68693762749328,0,1
5,4.701492541532799,0,2,75,329,7.636224534444202,0,1
6,5.238814619390258,0,2,76,328,8.616224631635411,0,1
6,4.2685553712581825,0,2,73,330,8.50916501469118,0,1
4,5.048457715773393,0,2,73,329,7.936955359389146,0,1
4,4.3247602139264565,0,2,75,328,9.231145142556278,0,1
8,5.027766371635914,0,2,75,327,9.414726890587138,0,1
8,5.307094513454537,0,2,77,330,9.828980341336253,0,1
4,5.00983681835697,0,2,76,328,8.422795280653236,0,1
8,5.424431902354985,0,2,76,326,8.285631871344636,0,1
8,4.168759444083734,0,2,76,328,8.707253375295828,0,1
8,4.347815791093596,0,2,73,329,9.44348560592399,0,1
7,4.8177974130631025,0,2,77,329,8.362443101248525,0,1
7,4.913375804336648,0,2,75,328,8.455714242756573,0,1
6,4.4119526718729,0,2,74,327,8.84862551152824,0,1
7,5.313823432357423,0,2,73,330,8.142954369769644,0,1
4,3.6482844955109672,0,2,76,330,9.858540410536028,0,1
7,4.487904952988541,0,2,74,330,9.500251962353888,0,1
5,5.36574971116429,0,2,76,329,8.009688118056213,0,1
7,4.868740738372787,0,2,73,328,9.679028698884574,0,1
5,4.549770318534421,0,2,74,328,8.638644826940928,0,1
8,4.501545777401275,0,2,76,330,8.54126175357596,0,1
6,4.795285326893476,0,2,77,326,8.861651386081967,0,1
10,7.488241820779594,1,2,56,358,1.764271272513882,4,1
9,6.193312077667858,1,2,53,358,1.4899331339942514,4,1
6,5.723788069755936,1,2,54,360,1.6698812066263056,4,1
10,7.901505084437866,1,2,53,359,1.5612607508589487,4,1
9,6.4015721385021305,1,2,53,359,1.741167279982539,4,1
9,7.678905138082976,1,2,55,360,1.822733863462248,4,1
7,7.047581059726703,1,2,54,359,1.504781700085989,4,1
6,7.166865249885742,1,2,55,358,1.509220732898536,4,1
7,5.810225073999029,1,2,56,357,1.7631091905176792,4,1
10,5.698429023273569,1,2,53,358,1.772395216345961,4,1
6,5.928901280590183,1,2,55,359,1.6461528970876063,4,1
8,6.256150176504653,1,2,54,356,1.623759215933828,4,1
7,7.021887308922523,1,2,53,356,1.6484426284736207,4,1
9,7.915814708561863,1,2,55,359,1.5953253844567523,4,1
10,6.521767093258721,1,2,55,356,1.472377112233162,4,1
8,8.13546983913754,1,2,54,358,1.5024612917749993,4,1
6,6.39028624504174,1,2,52,359,1.5637070692685968,4,1
6,7.014185129859834,1,2,56,357,1.7625534019514766,4,1
8,6.348343371955696,1,2,52,357,1.6097662844389173,4,1
9,6.542652910396133,1,2,56,360,1.554615360667954,4,1
6,5.924984867995084,1,2,52,360,1.6046676075534148,4,1
6,6.136111422498104,1,2,55,356,1.418831374291114,4,1
6,6.526287977607889,1,2,52,359,1.6649770093536245,4,1
7,5.947898661548548,1,2,53,360,1.4527373576735478,4,1
7,7.010146345617674,1,2,53,356,1.7938819241284836,4,1
10,7.319004067059415,1,2,55,358,1.8132268604504236,4,1
9,7.496080451372598,1,2,55,356,1.6198496433622362,4,1
7,5.018538934546338,1,2,52,360,1.5605491372527345,4,1
7,8.595620633387169,1,2,56,360,1.373547936089007,4,1
7,5.984878105020507,1,2,53,356,1.7417935803573357,4,1
8,7.116499321484716,1,2,52,359,1.574210456641937,4,1
10,6.093935928299319,1,2,55,359,1.7795369437417217,4,1
8,6.557198026573185,1,2,52,358,1.5734844868959528,4,1
6,8.348769044587842,1,2,55,356,1.852495281096122,4,1
8,7.040987302501006,1,2,52,360,1.6791201236895836,4,1
6,7.139973135657348,1,2,53,359,1.6752509056257952,4,1
9,6.581367408821697,1,2,54,357,1.6195057045882852,4,1
7,7.4598276491462965,1,2,55,358,1.7747039825432311,4,1
10,6.357917863242376,1,2,52,359,1.5651465099602149,4,1
7,6.4945656654674355,1,2,55,357,1.755206579043893,4,1
8,6.694076075979842,1,2,55,360,1.7608397807706566,4,1
7,2.068803094587417,2,0,18,865,44.971063557967824,4,1
8,2.41607242928375,2,0,21,866,43.24258590127938,4,1
10,2.0353400128413677,2,0,21,866,37.43952334267465,4,1
9,2.4711027307773823,2,0,20,866,41.328912868836646,4,1
8,2.031313638159422,2,0,17,867,42.63287637380786,4,1
8,2.241158696646095,2,0,19,866,45.762616567768795,4,1
6,2.1440446304918397,2,0,19,867,45.67924044405169,4,1
7,1.7491800937862152,2,0,18,865,46.7624688935951,4,1
7,2.2197398573233236,2,0,20,869,43.62555941180236,4,1
9,2.055802977014543,2,0,18,868,39.401003800024256,4,1
10,2.1363990177393775,2,0,21,869,43.46234910885732,4,1
